id,title,content,rating
19014120,Cực kì hài lòng,"Đắn đo mãi ko biết nên mua bản refurbished ko, lúc nhận hàng mới thấy lo thừa vì nhìn mới toanh ko thấy vết trầy xước nào, chắc cũng hên. Các thao tác trên máy mượt hơn mình tưởng. Cover cũng ok nma để gần ngửi thấy mùi khá nồng hơi hôi. Thêm 1 cái nữa là ko biết máy mình bản gì vì ngoài hộp ghi signature nhưng info máy chỉ là bản thường, cũng ko thấy quảng cáo nên chắc là bản kids chăng? Khá lú:))",5
18796186,Cực kì hài lòng,"Đây là lần đầu mình mua máy đọc sách Kindle và cũng là lần đầu mình mua hàng giá trị lớn trên Tiki, mình khá hài lòng. TikiNow giao nhanh, nhân viên thân thiện nhiệt tình. Gói hàng được bọc cẩn thận, có dán tem hàng dễ vỡ, máy đọc sách nguyên seal, bao da gắn kèm với máy luôn trong hộp. Đây là bản cho thị trường Nhật nhưng tính năng đầy đủ không khác bản thường. Từ lúc mua máy đọc sách, mình như trở lại thời trẻ thơ, thời còn say mê với những trang sách, thời gian dành cho Facebook, Youtube,... cũng giảm hẳn. Một sản phẩm đáng mua cho bất kỳ ai có mong muốn tốt hơn mỗi ngày.",5
18197778,Cực kì hài lòng,"Cảm nhận đầu tiên của mình về máy đọc sách ppw5 này khá tốt, đang đọc điện thoại chuyển qua kindle thật chưa quen lắm, bao da bản kids ngọc lục bảo đẹp hơn mình nghĩ, rất có cảm xúc để có thể trên tay e nó cả ngày. Giao diện máy cơ bản dễ dùng cho ng mới, đèn nền, chữ to rõ nét, tông ấm dễ chịu..nói chung đáp ứng vừa đủ yêu cầu. Shop gửi hàng rất nhanh, đóng gói cẩn thận, trc mắt thì dùng ổn k thấy lỗi lầm j. Nói chung mình khá hài lòng về máy cũng như các b hỗ trợ bên shop. Thanks",5
18696735,Cực kì hài lòng,"Shop đóng gói và gửi hàng nhanh. Đặt chiều hôm trước, sáng hôm sau đã nhận được. Máy đọc sách Kindle paperwhite 5 bản kid nên có 1 năm tài khoản truy nhập miễn phí kho sách và audible của Amazon kids, được kích hoạt ngay sau khi đăng nhập. Theo thông tin thì bản kid giống hệt bản cơ bản nhưng có thêm tài khoản truy cập kho Amazon kids 1 năm, có thêm Cover chính hãng cùng với 2 năm bảo hành của hãng. Cover chính hãng đã đóng sẵn cùng máy để trong hộp còn nguyên seal. Cả máy và cover hơn 300 g nên cầm khá nặng tay. Cover nhẵn nên tay có mồ hôi sẽ cảm giác hơi trơn. Mặc dù chỉ lớn hơn bản trước 0.8 inch, màn hình 6.8 inch cảm giác lớn hơn màn hình 6 inch nhiều. Máy đã hỗ trợ đọc file epub. Hy vọng chính sách bảo hành và hậu mãi của shop tốt.",5
19872055,Cực kì hài lòng,"Máy đọc tốt, shop có hướng dẫn kích hoạt gói Kid. Từ lúc mua máy này chăm đọc sách hẳn, bạn nào cần luyện reading có thể mua về trau dồi kiến thức nhanh lên trình",5
19362622,Cực kì hài lòng,"Fullbox nhìn đẹp, đóng gói tốt. Shop trả lời nhanh nhiệt tình. Mình kẹt đi nước ngoài không nhận được liên hệ tiki trước không thấy trả lời, liên hệ shop được liền. 5 sao",5
19442237,Cực kì hài lòng,"Shop hỗ trợ nhiệt tình và nhanh chóng, đóng gói lại kĩ nữa nên nhận về hộp còn nguyên vẹn không rách móp. Máy còn nguyên seal.

Đơn vị vận chuyển nhanh, shipper nhiệt tình.",5
19495706,Cực kì hài lòng,Hàng nguyên seal luôn. Mới tinh. Rất hài lòng!,5
19730058,Cực kì hài lòng,"Giao hàng khá nhanh, mình nhờ nhận hộ nên chưa kiểm tra dc. Nếu chất lượng tốt lần sau sẽ ủng hộ shop tiếp ^^",5
19834539,Cực kì hài lòng,Perrfect. 10 điểm.,5
19014120,Cực kì hài lòng,"Đắn đo mãi ko biết nên mua bản refurbished ko, lúc nhận hàng mới thấy lo thừa vì nhìn mới toanh ko thấy vết trầy xước nào, chắc cũng hên. Các thao tác trên máy mượt hơn mình tưởng. Cover cũng ok nma để gần ngửi thấy mùi khá nồng hơi hôi. Thêm 1 cái nữa là ko biết máy mình bản gì vì ngoài hộp ghi signature nhưng info máy chỉ là bản thường, cũng ko thấy quảng cáo nên chắc là bản kids chăng? Khá lú:))",5
18796186,Cực kì hài lòng,"Đây là lần đầu mình mua máy đọc sách Kindle và cũng là lần đầu mình mua hàng giá trị lớn trên Tiki, mình khá hài lòng. TikiNow giao nhanh, nhân viên thân thiện nhiệt tình. Gói hàng được bọc cẩn thận, có dán tem hàng dễ vỡ, máy đọc sách nguyên seal, bao da gắn kèm với máy luôn trong hộp. Đây là bản cho thị trường Nhật nhưng tính năng đầy đủ không khác bản thường. Từ lúc mua máy đọc sách, mình như trở lại thời trẻ thơ, thời còn say mê với những trang sách, thời gian dành cho Facebook, Youtube,... cũng giảm hẳn. Một sản phẩm đáng mua cho bất kỳ ai có mong muốn tốt hơn mỗi ngày.",5
18197778,Cực kì hài lòng,"Cảm nhận đầu tiên của mình về máy đọc sách ppw5 này khá tốt, đang đọc điện thoại chuyển qua kindle thật chưa quen lắm, bao da bản kids ngọc lục bảo đẹp hơn mình nghĩ, rất có cảm xúc để có thể trên tay e nó cả ngày. Giao diện máy cơ bản dễ dùng cho ng mới, đèn nền, chữ to rõ nét, tông ấm dễ chịu..nói chung đáp ứng vừa đủ yêu cầu. Shop gửi hàng rất nhanh, đóng gói cẩn thận, trc mắt thì dùng ổn k thấy lỗi lầm j. Nói chung mình khá hài lòng về máy cũng như các b hỗ trợ bên shop. Thanks",5
18696735,Cực kì hài lòng,"Shop đóng gói và gửi hàng nhanh. Đặt chiều hôm trước, sáng hôm sau đã nhận được. Máy đọc sách Kindle paperwhite 5 bản kid nên có 1 năm tài khoản truy nhập miễn phí kho sách và audible của Amazon kids, được kích hoạt ngay sau khi đăng nhập. Theo thông tin thì bản kid giống hệt bản cơ bản nhưng có thêm tài khoản truy cập kho Amazon kids 1 năm, có thêm Cover chính hãng cùng với 2 năm bảo hành của hãng. Cover chính hãng đã đóng sẵn cùng máy để trong hộp còn nguyên seal. Cả máy và cover hơn 300 g nên cầm khá nặng tay. Cover nhẵn nên tay có mồ hôi sẽ cảm giác hơi trơn. Mặc dù chỉ lớn hơn bản trước 0.8 inch, màn hình 6.8 inch cảm giác lớn hơn màn hình 6 inch nhiều. Máy đã hỗ trợ đọc file epub. Hy vọng chính sách bảo hành và hậu mãi của shop tốt.",5
19872055,Cực kì hài lòng,"Máy đọc tốt, shop có hướng dẫn kích hoạt gói Kid. Từ lúc mua máy này chăm đọc sách hẳn, bạn nào cần luyện reading có thể mua về trau dồi kiến thức nhanh lên trình",5
19362622,Cực kì hài lòng,"Fullbox nhìn đẹp, đóng gói tốt. Shop trả lời nhanh nhiệt tình. Mình kẹt đi nước ngoài không nhận được liên hệ tiki trước không thấy trả lời, liên hệ shop được liền. 5 sao",5
19442237,Cực kì hài lòng,"Shop hỗ trợ nhiệt tình và nhanh chóng, đóng gói lại kĩ nữa nên nhận về hộp còn nguyên vẹn không rách móp. Máy còn nguyên seal.

Đơn vị vận chuyển nhanh, shipper nhiệt tình.",5
19495706,Cực kì hài lòng,Hàng nguyên seal luôn. Mới tinh. Rất hài lòng!,5
19730058,Cực kì hài lòng,"Giao hàng khá nhanh, mình nhờ nhận hộ nên chưa kiểm tra dc. Nếu chất lượng tốt lần sau sẽ ủng hộ shop tiếp ^^",5
19834539,Cực kì hài lòng,Perrfect. 10 điểm.,5
19192753,Cực kì hài lòng,"Máy trong hộp. Nguyên seal. Chưa mở ra, vì để tặng cho cháu nhân dịp sinh nhật, nhưng chắc chất lượng tốt, vì trong quá trình mua, shop tư vấn và phản hồi các câu hỏi chu đáo và đầy đủ",5
19564587,Cực kì hài lòng,Shop ghi là giao ngay tại Hà Nội nhưng hàng được gửi từ TP. HCM nên chờ mất 3 ngày,5
19193141,Cực kì hài lòng,"Hàng tốt, chưa thấy có lỗi gì",5
18290328,Cực kì hài lòng,"Lần đầu mua máy, cảm giác đọc sướng lắm, giá tốt, máy quá đẹp, màn hình đọc k mỏi mắt. Mỗi tội máy có 1 chấm sáng nhỏ do lỗi màn hình nhưng nhìn chung nên mua.",5
18947749,Cực kì hài lòng,"Bản của mình là bản có quảng cáo, nhờ hỗ trợ gỡ đi trong vài phút là xong, được tặng cả cover quá ưng luôn. Pin đọc 1 tháng không hết 😂",5
17066645,Cực kì hài lòng,"Thật sự tiki ngày càng văn minh trong giao hàng, option giao 2h hoặc trong ngày rất ổn (compare with express nào đó), hàng đóng gói cẩn thận, kèm quick manual của shop, hài lòng",5
18450778,Cực kì hài lòng,"Rất tuyệt, chữ rõ, đoc không mỏi mắt",5
18921017,Hài lòng,Cơ bản hài lòng với sản phẩm! Phù hợp để đọc sách thay sách giấy. Tiki giao hàng nhanh?,4
19876885,Cực kì hài lòng,"Tốt, chưa có vấn đề gì.",5
17520984,Cực kì hài lòng,Máy tốt. Kèm theo cover màu vàng rất xinh. Hàng nguyên seal.,5
18540990,Cực kì hài lòng,"Sản phẩm SD tốt, shop cần chuẩn bị đủ ốp cho máy hơn nha",5
19211562,Cực kì hài lòng,Mhơi xước nhẹ ở màn hình nhưng ko ảnh hưởng gì đến việc đọc. Máy hoạt động tốt,5
18950057,Cực kì hài lòng,Chữ rõ nét. Lâu hết pin. Rất đáng mua nếu chăm đọc,5
18294055,Cực kì hài lòng,Giao hàng rất nhanh và thân thiện. Máy nguyên seal đúng mô tả. Cảm ơn shop!,5
18770615,Cực kì hài lòng,"máy giao đúng thời gian, chất lượng tốt, nguyên seal",5
18969809,Hài lòng,"Khá tốt, hạn chế duy nhất là sản phẩm chưa thân thiện lắm với người dùng.",4
18358845,Hài lòng,Hình ảnh rõ nét! Đọc không mỏi mắt! Máy hơi chậm chút nhưng nhìn chung hài lòng! Shop giao hàng nhanh!,4
19781861,Cực kì hài lòng,,5
19781136,Cực kì hài lòng,,5
19757461,Cực kì hài lòng,,5
18945023,Cực kì hài lòng,"Lần đầu mua hàng refurbished ko có box nên hơi bất ngờ, máy ok",5
19090861,Cực kì hài lòng,"Giao hàng nhanh, bọc kĩ, không ướt dù trời mưa",5
19640465,Cực kì hài lòng,,5
18970291,Cực kì hài lòng,Lần đầu mua máy đọc sách. Cảm nhận khá là tốt.,5
19419125,Cực kì hài lòng,"Đẹp, giao hàng nhanh",5
19569992,Cực kì hài lòng,,5
19555724,Cực kì hài lòng,,5
18463602,Cực kì hài lòng,"Máy đọc sách đẹp, nguyên seal.
Giá thấp trên thị trường",5
18701985,Cực kì hài lòng,Sản phẩm ok,5
19073542,Cực kì hài lòng,Máy mới tinh. Pin rất tốt !,5
19444363,Cực kì hài lòng,,5
19440885,Cực kì hài lòng,,5
19423945,Cực kì hài lòng,,5
19400504,Cực kì hài lòng,,5
19354342,Cực kì hài lòng,,5
19354161,Cực kì hài lòng,,5
19329496,Cực kì hài lòng,Ok,5
19345579,Hài lòng,,4
19267350,Cực kì hài lòng,,5
19264737,Cực kì hài lòng,,5
19261886,Cực kì hài lòng,,5
19236580,Cực kì hài lòng,Ok,5
18843068,Cực kì hài lòng,xứng đáng giá tiền,5
19221519,Cực kì hài lòng,,5
19218265,Cực kì hài lòng,,5
19151321,Cực kì hài lòng,,5
19143999,Cực kì hài lòng,,5
19128510,Cực kì hài lòng,,5
18487829,Cực kì hài lòng,"Giao hàng nhanh, máy chuẩn",5
19071349,Cực kì hài lòng,,5
18951197,Cực kì hài lòng,Tốt,5
19025900,Cực kì hài lòng,,5
19007215,Cực kì hài lòng,,5
18967329,Cực kì hài lòng,,5
18963224,Cực kì hài lòng,,5
18956089,Cực kì hài lòng,,5
18928530,Cực kì hài lòng,,5
18260856,Cực kì hài lòng,Sản phẩm chất lượng,5
18752949,Cực kì hài lòng,tốt,5
18858143,Cực kì hài lòng,,5
18849746,Cực kì hài lòng,,5
18835522,Cực kì hài lòng,,5
18833009,Cực kì hài lòng,,5
18816849,Cực kì hài lòng,,5
18810922,Cực kì hài lòng,,5
18793340,Cực kì hài lòng,,5
18742825,Cực kì hài lòng,,5
18734002,Cực kì hài lòng,,5
18729489,Cực kì hài lòng,,5
18687304,Cực kì hài lòng,,5
18684906,Cực kì hài lòng,,5
18645278,Cực kì hài lòng,,5
18610987,Cực kì hài lòng,,5
18609983,Cực kì hài lòng,,5
18601135,Cực kì hài lòng,,5
18390934,Cực kì hài lòng,Good,5
17872225,Cực kì hài lòng,shop hỗ trợ nhanh.,5
18285701,Cực kì hài lòng,Máy ok,5
17415170,Cực kì hài lòng,Sản phẩm chất lượng tốt!,5
18448773,Cực kì hài lòng,,5
18412403,Cực kì hài lòng,,5
18409777,Cực kì hài lòng,,5
18399160,Cực kì hài lòng,,5
18373707,Cực kì hài lòng,,5
18373178,Cực kì hài lòng,,5
17727431,Cực kì hài lòng,ngon lành cành đào,5
18336343,Cực kì hài lòng,,5
18320565,Cực kì hài lòng,,5
18294442,Cực kì hài lòng,,5
18260683,Cực kì hài lòng,,5
18142664,Cực kì hài lòng,,5
18023986,Cực kì hài lòng,,5
17672858,Cực kì hài lòng,,5
17656664,Cực kì hài lòng,,5
17646979,Cực kì hài lòng,,5
17599533,Cực kì hài lòng,,5
17585387,Cực kì hài lòng,,5
17471527,Cực kì hài lòng,,5
17403981,Cực kì hài lòng,,5
17325303,Hài lòng,,4
